filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,non_upscaled_version,ctxr3_converted,npot_resized
002a4e9e,6dff7015b22074a0539e8776e0029d122f7d10b6,ceae0ccbe64adb8de78d2bd9b1a5d37fd5b9fd77,false,Self Remade\Finalized\Dont demaster\UI\ctrltype_xs\_win\4k,false,false,0,none,5,true,false
00425555,94872852a01241ff4b22195c017117e7442279f6,2115375e7b8b4b84f4ae128e4492669c215a53cd,false,Self Remade\Finalized\Dont demaster\UI\ctrltype_xs\_win\4k,false,false,0,none,5,true,false
