filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,ctxr3_converted,non_upscaled_version,npot_resized,dxt5
001b43b4,54f8f6de08649b94918e4d2b46abf1b3dba90b25,f125d09d4522e8c32e37138c8919af74097c5aeb,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false,false
001b4bd8,87073b6ab5dd8220a1f8a1231ac798038ab970a0,ece0f0ac9040f55f08b5c44110781fc0d6bd2b7e,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false,false
001b662b,3d530a158369c3ff188a10cd2954172f967d106c,c4545599cf9cd5ae345a7741601c1207c5538e99,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
001b72f7,2a1d09b0ca059bc65144c10a7e0b323f36b42ec0,9d4fef92017e0e264354f9e13470c2520c42bd26,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
001ba28f.img,e1cbe0095c7e642a1be1eb9751fb61e72a6c1f01,dff7fed57b02baa41528fc214552705d4ea98ed0,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
001bd7be,713fe41503dc648068e1ceef7e58ba882aa7729c,8731126f631262ed5b750d436027aa52706afed7,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
001be510,8074873053a52b6b4c9f7d19691c98371a7bc22d,428d9578943ff2fc2377aeaf70aa4a31c5f0389e,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
001beddd,4eddf18f3cf3395fe0ea061702e03708abff99c5,d98004d16d3e85a1c378efc3f333b962cc674321,true,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
001c4bcb,17412dbf4d75170cd2ae95cde04492cdf1e78539,e656601ae648f4fe64463f19e6a47e5a5a79f382,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
001c4bcb_893ec4e5e61202730c82f3c3dc3306f1,29a13621e05f7110216edf92700325c446391e83,b3c53f1a7e0c07482f940c2c9aa13486ac63c2b6,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
001c886c,f443b883e3f222814a134a88d90f136d44925b1b,7310ab246ee666e5429c35b25e0aa256399564df,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
001c8f27.img,4e557b427cd38b1a2a9babe2de3ebd44b7d53726,efa26ee3003a61b39eb6bd49dee2699b176ebb01,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
001cee1b,1ff2ce332fc0802883b7fb5739a5766549bd92f8,043e00f1b9287686d77933ffdb835a7ed5f0c006,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
001d2980,b007736e203df09ab40e4012bb562422253e7d79,347f06c4fea2d38b325778dab7144be0720b5df5,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
001d5893,b21b564da11d50977bc13b59f0f9f696511a5882,e86e2ff811b0bb8a35f6e9c5620ccb844339a6bc,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
001d9f6f,8fb88528dd17975f3c5c208d16244534a5c90bf6,71a4e8e0e546ba3caef2bd638c92a2b2f5547749,true,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
001dcfc8,904181d6888209ea7c5c9776f4e0e2cac58183d6,fac6f2e03c220b9b1683566f940450974711c0c7,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
001e4234,c81e222e7ce4d44cb3f9ef7c416cd0a92a018d0d,88742a620fec67e23fd12308db03d9d79dc5c830,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false,false
001e7a1d,fac036f3b5b696a8b3cd0ac5c455b23869a4bd64,be7113c720462a45e1de3a890dcbca67d8698cbd,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
001eaab3,e600b72c0fa108160a94b50f172d3f28b3167226,ffddb355b3aadc7a148d4fbec2fa99b74adb9382,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
001fcbdf,c04dae8aec769dd23c5dc6fbcb50058b83219aa1,d1c58761a3cacd4424cb49c22cdc1394260860c8,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
001fd043,3e533f0fd38320ce9262ea8418036dd64cfba0d0,bbf6b370d24097f7fb7d509a105e25b68e0e165d,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
001fd043_cf6f6ffd8dfa5a03e150da0f1347fc82,61685f114783d750a734efdf59605fc015cc533e,5ccd6c962a66efb8b13b2322caeb9c4b0c36a7a6,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
00200126,b71145e6183b38fa4e853e1ae1488c3b3b578ed3,a74db20cebbc6b0b5c58c83777f286ef0e8d4145,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002043af,83da2d1cefa51942f65152339fc43a663b458eb6,dd1433819e3c31bd96c54b3945629073270986d2,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false,false
0020a9c7,13fe9d6086a0c7ab7a1a454b6ee51b0d84a7618b,b72ddeb37eb85a26cf655035f07fb97feb0cccd0,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0020e365.img,55974b98c59fe1298013ef4151663191290a4188,3df0b6c6044a6f5a63ecf6af7c4a72e1543231f0,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0021435e,1d29e8c933b6201a3f9c94e5052eb07a476dacbb,cf841037ecc13f808e9623897d2395e7580af8cd,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
00214362,8b3e8fb5617f3bf762f47b5cdfd2cd6c87219ca0,de3f6e0e3c507c1ff36e97218fba07a41ce6973b,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
00214366,b687bd1501209f619ad5afe3bda7d0bfdf34b7c3,10d878cd8347f5e8a41e26285584c594b0688217,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
00215d88,2bfcbf85ddf4fab5fbaadddec1af874fbe033146,f0d3429c34dfdd78ccc0d23bceb3bac31c9f2bdb,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002224c5,1a4b3f954daf0ebec9b49e2e82ac3f17f54d2133,c0b41bb53be90a86dfcd5002615a2860b47f72b3,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
00225e9c,5735d73b208c7367034126f4850691dc17869c4c,8e3d9929767e67781b47636f195ebc79377c56c2,true,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
00229c1c,df3c57c6c4bd98fcac3db28a6a307fccafe12e68,5f1cdac18bb5a87bc5b918bf04c25d83c335dc40,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0022c1bb,e9ef798d22f323304709b31d7864c2f2cf37d127,cdf3a741e7b7ca39a044b7652ec6ac5cfe3878a9,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002323d4,9c553a1787cf9f16662c0086565cc70deb37712a,04983960402e6f59130f46508beab365133ad1c5,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002343af,07ba6cd8e5e1dc0b9cc760be248a1a82c5d69448,99584501846979c57060ff10c73b1a86d3c9d159,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false,false
002362e7,116af447fa17c7c2c0e4f0bf89482f28463ef6b6,77e3b5d847c27d73d6d885e4256db54e386d1208,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
00238f30,17f017a1444f16bf2874f3682b0f525b5c22d922,655bb675f5494d52b3b96032d6102665f06ce83c,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0023c110,cecee5268217f2054f5ca7942f83c7750e231c32,c7b3e5ee281915b232630a65faa37cb1ceb797e1,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0023d260,1e31136425194da729713de30e1ebbc44888c08a,1b12204b0b4bc91088d429b0c8009164c3649f98,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0023fe46,08bbb7c4873f9336ca452c937c3fb0b6f26fb82f,4efe6bdd86c7bf7aec7fd35967b59963cee8427c,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0024436b,bfdb71ab8253878775794562cd540d74bdba5cbf,c6610b01136443486e6fdf343c993c2f05dd9562,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false,false
00253762,26b35a3a260d1c4e2a5f564645880bf9800d3e21,2d36f1739a5992ce43135dc50732bec148a7fe0b,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false,false
0025962b,c022ad7618f014f483f8ab7c0b58faa81326246e,0a1eccca423e3cf40057a0cdea852ba5a7cbf0b1,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false,false
0025963b,9b3636bfd1ce5c7a2a3eba5440e5f3b166661a8d,07f8731d54bba6a2e5e3af75f8d63dd04d233b7e,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false,false
00264366,79f8ecb891d583d18134288690ad2c55c6d4012b,75afdf67fb509ca33c87aeb7178c281e7c1efccf,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0026436e,3e4f0169c2d7fe13fa3578cad6697c44178daefb,d9b60c146f0656af5aa057fcce376443350f6d6b,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false,false
0026bb45,20db65c3474fc4cc50bab29c110a703e42a449c7,f7dbe01b682f99729968c9358cf837282ed93df4,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0026d01e,2a96e723d41bf05aadfd9bc52430f46ba0408c22,8fee8c6fcd1d298d8ff17c0d6b66e1c9aaa3880b,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0026dab5,afb86684de43fa5daa0eb0479df035aec4c489af,1d28802ae1c9894f2ac5b64f6be1dfbdc8abd73c,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002737d0,b2ec8176f125456317a3ee745b80ad76a1b1b632,3fdc3093e9b658c8f76ad251489a3ec479c12417,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
00273b68,ce8b74756ffa84a9e31ef047c66fbaf68bbb0413,2a9902a52a658296fc14e5697832c4535c429775,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
00274fc0,c615385eff7df1349a951f9f03b0f14088de9c76,760fe7c9a73f4b17ce875f2d8152a62359e119ab,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false,false
00275011,1b58e31527bf254d4e321d538c5e67e79fca1e9d,b2c48fa941d199a42d160a192437593c1556ee8e,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false,false
00280305,ebc9afaf7f7d668cbe944817a4e271d1cb9c2b99,8f970b83b906ea994169c8908cf7636598bf9884,true,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002855a1,45d561de9ea5c9145713d790aca000fe15074115,dca520adaa3267a47d3c2c6bfa661275d6bcd145,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
00285de1,dfd7ff5844eb5b48b660155fe23a0e664555737a,c653414e17980046893312ff17543c9c00bb7395,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
00285de1_f245571f9abe622359ead9324d4b106f,a0b5d132c1e2aca7d5dbe565b22eab89aa4fe446,f85e62d583ae6c2634441ccdb0b831a7f936c48d,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
00289658,746ff60af490c248aec52f0a2555a50e2051d46d,a706831e7a596f8247c9db760f73f3f1a950d675,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false,false
002943af,2a1afe371a751069d35c93c690d5b515980a90d8,0c4467aa8e06ea963dc8fe8b85808e5ba6c37460,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false,false
002abcc9,077941a82d7afea8d3af3f3b0ad355aacea9a03e,d74fcdf0fb03f17609f0ab75df7793544b30d80e,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002b5ada.img,6f6ac635dd8b2c13c0189bccf25c1915e4d80eb1,54fca9f050e0ee0aafa236497672ed7d53c8f3ac,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002b9eec,02b06eeb7c331667fb61d3705c900793c9a7acb4,19af20b9a1df67ebd94de56a969e36cc92c71c9a,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002bb5de,a008495615c8f4e3906b84dc0253c2e0b64d22c1,6aecc0c2f17d9ad675fff39a1bc09ae3d2376f7b,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002bb91a,0de59cd21a9fd47b8aec19bfb0283659bf6c0b4a,760e669e5cf33123d5dbdf0620b511af302dc397,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002bcf9b,a0e8321e8cae3ff38e06a95ed7fff37a26022828,205827a03d068849ec948f38caeaef8f595fbff0,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002bd89d,a00fab0c157e7d7bf6fb0dd439917969b369d148,d6476fb30227772565e236f8b5a7603ba41d9176,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002c4dcc,7ee55089405a4cb168423fe525436ac859a1429f,30d6f5705af8a5ed494efa295dc50b3a49bda7af,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002c9ee8,55c192af8a086a85aebcb7a6d86dfd3c2304b4bc,fb1430060482ab924071cbf2872fcde338f02e27,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002cb5de,b2c9a53084755c133beb90fe4513aeacb588e8fc,d9735afd13b1a0dd1b362340c932c99fa9203f69,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002cb85e.img,e25d94118ce9e2080c6d7652cb90f2979b6634df,30e80ff8fc8754e64ac5bb9c56691780e080b2ee,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002d12fd,fe2e97617f1d348cc2ac2da1688f270d76ea7da9,8b4f68ae086cbded3743a2ff93ad2600998a25ce,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false,false
002d265e,ec50d1e3b59eaaf1cd89f0d93a1615077b15221e,6ebf7b9b44de3e4a320c151a33a5be247d0c778a,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002d265e_eabfc4a85ac1e68d7f33d0bcdb183243,f9389e0761d80b97088fe19e0f59f68467d17b80,fcfdb3de9e7db42f18da59a2a684aee2f59f8646,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002d366f,d685d4d024ddb7779abb14f9885036b336c66f6b,dc1c17f1b9c18288213ed2e70a9fa39ee22ea6d5,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false,false
002d5bb8,8db45bfae43a818a7f80a962c407b8472804a172,bc870d174070be9c75b4fb7593cbc9b6c7778a6c,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002e27cc,9fbab0a583c44fa7ff215c21499838f24f6abaee,0ca420ba65925357b6c8ec8a6f96a91c21ad5416,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002e3854,12a1575c55fcd4115884b56b0afad9e6f8e4c708,1a008b95fa614cf77c1839a0bde7c828f431c925,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002e44cc,a3cf6c9cfd815c970e387e0de3b7f901ae003a07,ac0e8af9ebf330390228cd29fdb8df9ff3403237,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002e4920,975244edef748447741ad9f578473fca71ea81f3,807cb81024ad4088a8d7d9982776743e6c1d9dff,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002fd5df,248dd50d28de8e575fca0dd8ba9d1f93a387b485,f1fff498ad2116e73c6778800b65dc7e50e144c9,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
002fd5df_93e6fbc8e11d669b422a93b924301636,23f90dd9792a5bde711c024307e5a7b5f7897126,9923b634004aa1d3139b384bc812fbb2e61c55ca,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0030965f,f69f2d2e2059b885141927ce3ea1f541e39b68a4,10f49d70e77310808ac7045abde7fc354639f258,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false,false
003157a0,4a5fcbeba8b69c1cd4b2399defbf58f971e2225a,28cb1e72e0e64c315d5f55049a7b0724e109cee4,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0031e51a,f38669c82a2a97d3683cbcb4e354f46494f7327e,615132951d703e50a59ece2d75b77323033c1285,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
00322317,e16b86658afdaeffcbe10d4e57125b5f7f4024b5,43bcba5197a9b02be58c5dfd09542756266e2383,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
00330503.img,7969decac3e9f1d3beffa9b4c99a625b68df0650,b7e1260f5dfd9477e59bf6aee6c80c4df4ce6ed6,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
003326d9,8569925911ea15d10b3522bc897880b600c9edd2,5b99d7d58b14ca4ade1b616a86f9afd9983edd2c,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
00337d1f,7e205d94acc1cfbc74173ac6deaabcc77c9e6688,0820d67dde33889c5e7e0ba294c22bff326ed60d,true,ps2 textures\HAS ALPHA\same sha1\no_mip_fixes\ui,false,true,5,remarci_4x_extra_smooth,false,0,false,false
00337f00,da2adfae2e496ee32017202c131f6f738a4ea329,bd07ceacd69e99483c8ace4fc49d9296a9081fb7,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0033b530,29ed6eef958b66838100c59ddf3dea14a7e1bd7c,1919eb9cca7b40e4df27f9426f19e2d2f99a5bad,true,ps2 textures\HAS ALPHA\manual\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0033cfc7,40c2ba3996a9e9cacbb26ec5768eeeffd67f8740,f75e95f45d263649ff027662b95dff0a2b38e77b,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false,false
0033f6ad,e4d7458463167864bb2c1527158d6d017d282974,7421bb2ac50b4c3b4002c5ee79e46e34872ec886,true,ps2 textures\HAS ALPHA\same sha1\no_mip_fixes\ui,false,true,5,remarci_4x_extra_smooth,false,0,false,false
00342f5b,7215332820de449f1d9c5e33100116ccab3061d6,fe8c05760b40527c951f6e5646eae1a6277a0992,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
00348890,fffe3ecc6a0bab9408216ade9a76044c26f39cf5,2435dfb34c35732c44ebe406bfaab511592b9489,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0034df8e,25e0fe126ce4b7c5c6ff4c8e070677d244ee5791,1cd249af4937ab50f3a3591d59d30581f3028aee,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false,false
0035095c,ad3adbf265737ad9948cd38bd013c4d32d7e9a4f,3af801c43c8ff691b3554f7397af08fc02650188,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
00354e27,064a766a12a4537bb808e292f8901c118141d6a1,07db4b66350d74dee96c108ad4b9c11c44dc8e0a,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
00354e2b,609e48d48019f0cc2683836fc2d1c2699f5a5d7c,7783e79f657c54c26aa30f6a74c7138ce93ab345,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
00354e2f,97fb2d8237f50d6b55f0a5f8642e343d4eb0a92d,661540fb21bf21a1682bb25b33cdf5cbfc31246a,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0035ded2.img,b8230f395fe1174f3fb2afcfa8dceee895742ae5,3afb2a9554f5472e942e7d0419f550d870e8dc75,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
00360eea,215c24f4a9b0a559f9e1cfa7c1ef9d225c05bafe,d12e19f1daa6cb483ce2e95d1dc7134585680eab,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0036a317,00a8031d3782e8586ad6c3ab0c09db15383e65d5,3d0fa01ace2a5fb5520dc6d14896efd00dcb9086,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
003797aa,c22416776a059c7c829b5502504359afcb35cc37,96b71d3094b224f6597ae8df46ecd6f6bed8a90f,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
003886e9,24d5f5f0d65d8aa0153755e3914a4ace5a34e230,3c632bec025279584a01ed6a880fb3ed5f26e8af,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0038f2a7,f55739f81eecbc19449d1f0818c1274bb79c6c7e,d2768e83b008819cd9d6798c8bc724c1b75b55e3,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0038f2a7_5def0cd149f56d9b37bda645a51e60c5,5ec9a9d2962efc705e43a63d92afe1eb31d3a68f,69c9f547968d1927e61192af51b2db4783f54f37,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0038f811,d3d958ee564987b70314cae6adf02d3a9e2fba28,894ae65796532126aeeb34218da0e768f16edfda,true,ps2 textures\HAS ALPHA\same sha1\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0038ff86,3116e4c89b85f39c03df9a777746d1d532b9d9dd,d19b056bba76e85821e5d8d211be4e8cedc8a6bd,true,ps2 textures\HAS ALPHA\same sha1\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
003987a9,c7dde2733c7766f1d795d342acb15ebb88ad09c1,1ed8a21d5a349db9c043dc072d1392c1ce2c2c63,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0039a697,a79d0e9f90a9c0b9c3327dd9168ccf65fb0f8394,91098fb8ac67edac6f48cf9e77ae028626e7af39,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
0039b4db,6e938128254a0d041b53ae6676fa0a9c3d857a01,22af6309a3701cae12c0be45251235231e76419d,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
003a0253,3cec09b797ee033b43f7953101a5bdd47366be59,3ab79442344aaaf16c4ae21eb7743fb067dbad76,true,ps2 textures\HAS ALPHA\manual\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
003a437d,3aa7659101b76b935f312a3fc7b87f85022276df,85f9c8663aa4245aeed43c2018bb404ba4521dfa,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false,false
003a52ae,1e58bf7f73e808e222693a2d0511a2e21f013de7,91544b57609c350d7b7fcefb4bf5fe4e072885ee,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
003ab5aa,200c8c3dd40a9afa35cd1e24a7edbd080d98046f,4ee35276eb66189a26b0a999fb956bbe28a89e69,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
003b6d6f,1b00ddeb8374cba39b7aed9afa895daebed07c63,d7bdae21150d47ecc4b99f5e749cfdcfc43e8766,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
003b6f66,5ef90bf959617559ee09d737a96ebd034cc19cef,a77b078362e85346fa580b395167f35f248af91c,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false,false
