filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,non_upscaled_version,ctxr3_converted,npot_resized,dxt5
00040da5,be5d69c46afbb5919dbdd3d409b6c4223235f05e,3dab314bee1bbe71ea6a173c7b80b01e35d48118,true,Self Remade\Finalized - HighRes\UI\Shared,true,true,5,remarci_4x,0,false,false,false
004f0fb2,ad70fcdd19f9934a49e3d4e7e79c04505f565106,c6ab6f4b550ca3d78b5be1ca8a95833361d1090b,true,Self Remade\Finalized - HighRes\UI\Shared,true,true,5,remarci_4x,0,false,false,false
00c8c0af,779ab38fc37dca84e81866d5f5125c805cd86e92,3260ba116e5b50ed9f41c3ddfd5d10305060cb6d,true,Self Remade\Finalized - HighRes\UI\Shared,true,true,5,remarci_4x,0,false,false,false
00f1c0b1,bf8d61c294db1017447065024c5d9509728a1d89,4fb0b67a7591120e724d228e31517fe3da50fa6a,true,Self Remade\Finalized - HighRes\UI\Shared,true,true,5,remarci_4x,0,false,false,false
