filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,ctxr3_converted,non_upscaled_version,npot_resized
00063160,13c8dd6fcf80ed1626a6734bce3c50897c26e80a,32d229f636f7609f68bdd5e34688c433e86348c6,true,ps2 textures\HAS ALPHA\same sha1\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
000641cb,cf212ac08bdea714c35db2286cd0eaf551e326a9,b69db73b1e64e113eb3c28f96ec9c15a3e66b46d,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
00064917.img,d130374a47f8e57e0cd07fa39e65ac181e0104a6,12b65c52c36617f56e36147117c82bed43d067b5,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0006afc6,846b97d9553806fa0bbaf906a39a4febdab4317d,3aec30f5c16f367fb39d30b1b7cd63d54bd0deaa,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0007080a.img,33f071b3326da755795e4e1235845e2297b5d5db,e3a4b016e8b24dc8f489a04fe408a7b5585ebd82,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
00070eff,ce508860248f5da3bc978d581acf0cf767e2425b,62999d9560dea1a2b27b3f6989aac15dc9bcb3bf,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
000731a5,b61897fe15b3d4026022256524ed86c41cb97264,8c6588ab33b334fa654dee5a1c52a74a1a300bb0,true,ps2 textures\OPAQUE\same sha1\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false
000737d1,53965b309b2f4aa3d941f78c500d53f31cd78643,f318960a8e0f4d6836d1cf55e87d9ba4760f1184,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
00075c08,f979d1c6f5fdc18a278aad8ee373cd6cb8dae84e,9f0e674f94f6afd76d291fb3a237af5ef61d307b,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
00078701.img,49ce30f7217b3de85275713b381a499e0cf2980f,8db7041d9ba5cf3117d6ed50789ee95ee1648e8a,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
00085893,8aa877743cb47eb72436f474945d27b9a41024ae,0fdee237e4e2768dd5f3c84ab048a811ca8c7940,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
000896f0,e2217db3e4b72959686a3fecb5a969aebe738e29,e6e4abd99dba4236c146b894891f68db0544f656,true,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0008c0c8,dcbc0b063a3aea628b662887d0793d7d8d2aec45,5c85d16aeb5c2e14010cbdc2bd0fa2f204b0e920,true,ps2 textures\OPAQUE\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false
00090e7c,97db4dd0b09236af2a9a8e11acc1a20ba6a42e7c,d1751a6241c6f28b083b4c6337d51c12a0dfc72d,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
000a365b,4ff8be52a822e8f08fecabeb4e1d86329738ec28,ce4561655c6bb37cdde210faa863e25d058de852,true,ps2 textures\OPAQUE\same sha1\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false
000a4397,2485196d30a430143dd31a29a79a00eb554587c8,25267091a2a0c1e752a71bb592e574ad2ec66970,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false
000aaff5,fe2c4871028e696eaa966b4ec18871900cb5f128,7afd706e919ce357475480594086e51c085b3d9b,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
000ab6a2,cc9ce020df580d3c63cc382d27003745d8daf98a,53ae2b042ee14be9ba031b90ae5a0f96e28d860b,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
000ac0c1,f33c26b5e4eb528ea9bee160dd6883250af3ed4e,c8faba60825363998339ceef68beda720db90daf,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false
000ac2c8,8375569adc5c1910ced18cb430232e605a8a8a26,a08e5ed76bf067a9eda269eedabe25267d3f2d5f,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
000adf24,9440d8cffaa1364dc12230547a741834cb7f9998,9e5f47610b053ddba29f55e1795983dd27576eb8,true,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
000af144,f944e9c226879761de0221cd0cac7ec8572b9dae,1c2c729f4d64f47b715d11eabba663628f52d8b9,true,ps2 textures\OPAQUE\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false
000bac79.img,5aa740a666a338433a5945c8a97ea4173caa957c,61fb152dd90ccf4cec8104b9d1d71854e3f1b58d,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
000baecd.img,7178a51902a8e5fd1ddcbe970954e2a2b4af4bc6,de4fe24ba4644319ccc16b351ac824ca6865730d,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
000baff5,ff3f6f2a1cf219a7f2293145d6014582f663293c,52d440d7da59938d3278c910983b11518defa090,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
000bfb12,e52f5f18dc48d9e3ac70e3db81e1a3b038ab2bb7,1b259592ee8c43593145ffa30c00271078fcec36,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
000c4fe7,e71aa881f829ff2c6278618833029b625dbf6cea,9edf50e2fd3b500660d2b7417cc59c7a5207a3c2,true,ps2 textures\OPAQUE\same sha1\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false
000cd008,9b19168b47d483a20bc2d45584a2e496baf6a2de,819f7bd67c04df96d1ffffc69141df0299147abd,true,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
000cd008_13565e4a4f19bb786921d49144460da5,dc95f7102c87b655bd5c51554b483d9bd2b0177f,0c8088873dedf11c639c8c5d82b983d7751e2ec1,true,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
000d0167,d63cf4ba5bc179f4ca5a94cd3948384169057043,00a3bd86404810f04cf1cbec9be81d20aa8f9199,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
000d6f06,c0b2d7769d0a15972634c150f782cdc216c1bd32,65209305499f7cf38d4e291272d170d183b2ffd3,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
000d9828,fc16377aa746e0cdd99fa785364dcc5d2d1af70f,c84c10c9308dfca01661c334d1835af476445391,true,ps2 textures\HAS ALPHA\same sha1\no_mip_fixes\ui,false,true,5,remarci_4x_extra_smooth,false,0,false
000dbebc,d141f6b9c3df813d60056b226ddf0e19bfd2934d,1beb424f358aa1eeca599dcf18fa21b1e308aaef,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false
000dd02c,2463dd45e2b014d3d5598171718e96ff64406f4c,73adfa4a71576d203343bc695ce9f36cab4cc2b9,true,ps2 textures\HAS ALPHA\same sha1\no_mip_fixes\ui,false,true,5,remarci_4x_extra_smooth,false,0,false
000eab46,0230718fd7017f161e899b1d2f7b62fcc32e871e,bdffbcc47f3576fc302f74a83a3df0386d46f44f,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
000ecbfd.img,068b028415a8c35cef54a9b358fb2c4859773bac,84452fcade287ef96523cc6c8cb96768c37460e2,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
000ef413,0b8d93436770cc8297fe077512e0a8e902114b05,e58290b9d5fe79458f5186e8a5d2c4d6874aa70a,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
000efe46,b84a787fede1c03009123a96682a83e0661c54bf,1cde2ee597a3d6a48a37bc9c3599739e6249d36b,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0010363e,59ea8d1243663126b79364db281ac986536fe08d,5cf9560421b0d252a0e8fdce17d004155a66cdb6,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false
00104da1.img,9c890b31ead8909e142b8657fafb7329715fba6a,56faba6fb054d4d9c9efc8e4f1e903f309d7b02a,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0010b399,f33141d29829760ea6640ab7cb04d96b15c53bba,c98a1724a323cb8e3ff31788c74552cf9fe3f8f1,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0010d484,cf57515045f5e98c51789ee6151c80b00d8e9da8,72238a30b83bb7b317c9582a7c4911576a699f59,true,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0010eab5.img,973ead044e8b7f8339468348fdf01297a99a7393,70c2985b2cda7bd4a470806ab16b86e0266ce02f,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
00113632,6a8df1d6500f13686d6188e8d27289cb4d484ccd,50e48ec20fc5da8fe14c7c079ac46ed20bd04c24,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false
0011366c,ea65e638d4e3fbe58f1165a5b6b6da3a73ab26e0,276ad7e2df798aec890e9e7ad04d4ee525727d59,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false
00114c3b,5aaeda030fe44e86e326b996b5e9befe6cfbbe27,fe6736ddf2ad24026a2c2311a20de96e903b28a9,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
001184f1,3275dc998b6c17351d510989ed79340214bf2fba,186efd7ff441bc6e9fb9e26ab1b58c411f476a2f,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0011b5d7,784c07fa908c566335a2ed9ef6b3c590db9ff112,999546a2344c6140822ebb3baebc3d4d9c068999,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0011b626,412b49806c8540433c44bc4577df7cbb9e3483b6,79a157683f6c4d57ee27917a9c54910b52ef6b55,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
00123b67,02211b7ca3752c2ca332d6cfc79516326da348a6,904565339959ca840f75432c073e38bb17b6f36c,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
00125003,ec341301713ee0182286fca44ea1a3d9c7f18d37,52f6502247f27e9ae110e11bbbbabd68369907eb,true,ps2 textures\OPAQUE\same sha1\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false
001260c2,5f9e6e35e458342d8a289bf09d73a91d9a4dc942,59de17a2d69d73df1ff69da030d4b7f8ad76a4e0,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
001292a2,3eb6500beae8621899da76035abd4b48e64afa52,2508039416db5e3ae202673b64e9ef2fbab9eeca,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0012a3f2,812d08596232375b3a945ee4f105c31ed377cf25,326620336354a4144639fb99574cb8d80ab93add,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0012a655,23adc1f17b5a1935e79981fdabf4a67f76baa023,6ecf88c60e2451f949bab53aaaadda086559f482,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0012b5d7,13cff2032287497c2334a7f65567566fc05553b6,3052ab828aa294cf6f80c5b301af3a25fdb734dc,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0012b626,326909c6ae9f72d97ee720fef3acece275e605b5,0249846aed7274a605693e472a052f3c5f763055,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0012c0b4,3e9d1f523032859edf92dea771918b70a8ecb6b1,f4d6a0bf07aa3e12117fd75fb3778d9a311c5beb,true,ps2 textures\OPAQUE\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false
0012d046,b606292bba5e5aa67be486c70c6d1bd9d4538df5,8bc0d820ae03203febe71dfa9f71f154fd5ccc87,true,ps2 textures\HAS ALPHA\same sha1\no_mip_fixes\ui,false,true,5,remarci_4x_extra_smooth,false,0,false
00135a88,50a7e9d429b3a252353c7cb208e575c517a720f5,70e6b6d1cc47f52227b87d82dc56f90ee1e53430,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0013709b,a2e999ddd8173d2d1825f7235d3a299df5cd5389,5765e167c0421cf12ff17e8228344a9d6ec678d2,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0013def6.img,821f43ca40ba39ca8f22ff06593a5d187065cd88,9903bfbc3c8de426a791f77f695976ee08b0ac6e,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
00141e76,5b221535a8227243a16a5d2b633be91ab77f1736,14635e25369bf6b5ef8204be7b328c7be65592f9,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false
00154e27,be1020880b8349b0302ac7d087c796011ae9797f,32c56544f1c3b7cd9e8bb83a2185d03225c4f499,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
00154e2b,a49bc20848b8dbbf83da5cc416f3dd697a901ce2,80a3cb48e37df466e4e6db42065c44a4e2bcd52c,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
00154e2f,93c4dec1c1d151270b2e0ca87226eea85824a376,dff2b66d62f0515b19f1126a18de9db0c152ed7a,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
00155d88,1b9f0240cc984e623ba9c49ab7e3a13e3dd9d836,41e2fd2bd93e9f90e62320604fc7a1ea3c597634,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
00163d74,1f63f84fa2870a75297872ac5d8619257a29dfd4,0c8e2f16e4d56b1e26bb7dcec990a82830581008,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
00163fb5,fecaaa5d0edd1389b9781158db1d8d792ea1b2ef,9fe5102d864af1856d6844176a175403953fd5ee,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0016829d.img,4926b98299a27fe7fd0b763b591f5da75f44f0ec,31544e37fb2b1dfa8ed5f86d581e7532d5df09ad,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0016ae13.img,bb70c8f5f29bba4e3f0f60c096b0f7a33a82bdb0,6916352297fba1b2db6bd6ca8c1976d6c460902a,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0016df98,b25a24d017339a14cb7da78db5558faba207ae42,0ce8e8204d22708ef57babaa61f0bb543316f72b,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
001703cb,0dae4cd887b082b8876c4f57d03c8b8f3ed4b41c,7b152c4e5ec128a749c6d620a1eddafd3fe6c287,true,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
00178752,0b51bbbf2fa41432fa6fcfd01fd9b305b2e9af1d,3568b890ea08a6058daf9f78ec9ccb670e1a58fa,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
00184159,f702d0372a19a523ade2da168e41b2197b24e74c,e9a504e7bd52b6e791afc03529fa17b1446d2689,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false
0018e2e5,cb7c437a044524d00cca2208762c3d53c9aed617,2d67b5e20398734e060b20cc31e6c3ad29321212,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0019115b,1252a6d5d8e347b8989bcf7dd59502c9f9c21193,d024301f81d77a8117b1f04bf80a56a8f8c43a39,true,ps2 textures\HAS ALPHA\manual\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
00194261,a2ed1b8fafb56f09bc6d1273e53bbd62fea72abc,a5eeafb20cb93cb1ea06ba237780f070fbbe5a6d,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
00195db5,a3160cd33547a233c9d1edc9aa0ac2060a66639d,2fb013e3eb2945a81bd1c2a12e7e42065f336527,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
0019800b,ac83f8c83c2ba17b4b7c0a37f7a22a9fa2f4f5db,b4b24da03c5eefee0d7e44884f7bd10d5aeedb70,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
001a1821,bb1f1817727e130550a670fc8de87a501b4ada34,4b6a6ca318dbb12b2436146ab652124d2e52db01,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
001a72b5,68ed77bddfa6365fd639d425f3f91bc8796c5051,ce146a70ae9a81c697f6408957ea13201a47dbe0,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
001a9cc0.img,1201c9e853de2f4474daa184eb54514513a0004a,773ee6e4939d844fb3d10bb6de0db816bc5daa62,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
001b43b4,54f8f6de08649b94918e4d2b46abf1b3dba90b25,acd4418238b0447cc64768d0c3d834140627c352,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false
001b4bd8,87073b6ab5dd8220a1f8a1231ac798038ab970a0,ec45ef9715741e28e94c76bad2289c4cac79a0d4,true,mc textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,false,0,false
001b662b,3d530a158369c3ff188a10cd2954172f967d106c,98dfdeb1a389a6a756b3dbba2168e8853538c06f,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
001b72f7,2a1d09b0ca059bc65144c10a7e0b323f36b42ec0,716f6489b879ddbce9af6849dbedaa8c76eae3d9,true,mc textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,false,0,false
